6	54.58	9.415	0.5	1.75	2.752	2.752	14.415	3.25	3.25	11	3.25	1.75	30	300	1
6	34.17	9.17	0.5	1.75	4	3	4.5	3.25	3.25	12	3.25	1.75	0	221	1
6	28.92	15	0.5	1.75	4	2.25	5.335	3.25	3.25	11	2.75	1.75	0	2283	1
6	29.67	1.415	0.5	1.75	1.25	2.25	0.75	3.25	3.25	1	2.75	1.75	240	100	1
6	39.58	13.915	0.5	1.75	1.25	3	8.625	3.25	3.25	6	3.25	1.75	70	0	1
6	56.42	28	0.75	2	4	3	28.5	3.25	3.25	40	2.75	1.75	0	15	1
6	54.33	6.75	0.5	1.75	4	2.25	2.625	3.25	3.25	11	3.25	1.75	0	284	1
6.25	41	2.04	0.75	2	1	2.25	0.125	3.25	3.25	23	3.25	1.75	455	1236	1
6	31.92	4.46	0.5	1.75	44	2.25	6.04	3.25	3.25	3	2.75	1.75	311	300	1
6	41.5	1.54	0.5	1.75	4.25	3.75	3.5	2.75	2.75	0	2.75	1.75	216	0	1
6	23.92	0.665	0.5	1.75	4	3	0.165	2.75	2.75	0	2.75	1.75	100	0	1
6.25	25.75	0.5	0.5	1.75	4	2.25	0.875	3.25	2.75	0	3.25	1.75	491	0	1
6	26	1	0.5	1.75	1	3	1.75	3.25	2.75	0	3.25	1.75	280	0	1
6	37.42	2.04	0.5	1.75	1.25	3	0.04	3.25	2.75	0	3.25	1.75	400	5800	1
6	34.92	2.5	0.5	1.75	1.25	3	0	3.25	2.75	0	3.25	1.75	239	200	1
6	34.25	3	0.5	1.75	44	2.25	7.415	3.25	2.75	0	3.25	1.75	0	0	1
6	23.33	11.625	0.75	2	1.25	3	0.835	3.25	2.75	0	3.25	1.75	160	300	1
6	23.17	0	0.5	1.75	44	3	0.085	3.25	2.75	0	2.75	1.75	0	0	1
6	44.33	0.5	0.5	1.75	4.25	2.25	5	3.25	2.75	0	3.25	1.75	320	0	1
6	35.17	4.5	0.5	1.75	4.75	2.25	5.75	2.75	2.75	0	3.25	3.5	711	0	1
6	43.25	3	0.5	1.75	1	2.25	6	3.25	3.25	11	2.75	1.75	80	0	1
6	56.75	12.25	0.5	1.75	1.5	3	1.25	3.25	3.25	4	3.25	1.75	200	0	1
6	31.67	16.165	0.5	1.75	4.5	3	3	3.25	3.25	9	2.75	1.75	250	730	1
6.25	23.42	0.79	0.75	2	1	3	1.5	3.25	3.25	2	3.25	1.75	80	400	1
6.25	20.42	0.835	0.5	1.75	1	3	1.585	3.25	3.25	1	2.75	1.75	0	0	1
6	26.67	4.25	0.5	1.75	44	3	4.29	3.25	3.25	1	3.25	1.75	120	0	1
6	34.17	1.54	0.5	1.75	44	3	1.54	3.25	3.25	1	3.25	1.75	520	50000	1
6.25	36	1	0.5	1.75	4	3	2	3.25	3.25	11	2.75	1.75	0	456	1
6	25.5	0.375	0.5	1.75	1.5	3	0.25	3.25	3.25	3	2.75	1.75	260	15108	1
6	19.42	6.5	0.5	1.75	1.25	2.25	1.46	3.25	3.25	7	2.75	1.75	80	2954	1
6	35.17	25.125	0.5	1.75	4.75	2.25	1.625	3.25	3.25	1	3.25	1.75	515	500	1
6	32.33	7.5	0.5	1.75	5	3.75	1.585	3.25	2.75	0	3.25	3.5	420	0	2
6	34.83	4	0.5	1.75	4.5	3.75	12.5	3.25	2.75	0	3.25	1.75	0	0	2
6.25	38.58	5	0.5	1.75	44	3	13.5	3.25	2.75	0	3.25	1.75	980	0	2
6	44.25	0.5	0.5	1.75	1.5	3	10.75	3.25	2.75	0	2.75	3.5	400	0	2
6	44.83	7	0.75	2	4	3	1.625	2.75	2.75	0	2.75	1.75	160	2	2
6	20.67	5.29	0.5	1.75	1	3	0.375	3.25	3.25	1	2.75	1.75	160	0	2
6	34.08	6.5	0.5	1.75	5.25	3	0.125	3.25	2.75	0	3.25	1.75	443	0	2
6.25	19.17	0.585	0.75	2	5.25	3	0.585	3.25	2.75	0	3.25	1.75	160	0	2
6	21.67	1.165	0.75	2	2.5	3	2.5	3.25	3.25	1	2.75	1.75	180	20	2
6	21.5	9.75	0.5	1.75	4	3	0.25	3.25	2.75	0	2.75	1.75	140	0	2
6	49.58	19	0.5	1.75	2.752	2.752	0	3.25	3.25	1	2.75	1.75	94	0	2
6.25	27.67	1.5	0.5	1.75	1.5	3	2	3.25	2.75	0	2.75	3.5	368	0	2
6	39.83	0.5	0.5	1.75	1.5	3	0.25	3.25	2.75	0	2.75	3.5	288	0	2
6.25	0	3.5	0.5	1.75	4.5	3	3	3.25	2.75	0	3.25	1.75	300	0	2
6	27.25	0.625	0.5	1.75	5.25	3	0.455	3.25	2.75	0	3.25	1.75	200	0	2
6	37.17	4	0.5	1.75	4	3.75	5	3.25	2.75	0	3.25	3.5	280	0	2
6	0	0.375	0.5	1.75	4.5	3	0.875	3.25	2.75	0	3.25	3.5	928	0	2
6	25.67	2.21	0.75	2	5.25	3	4	3.25	2.75	0	2.75	1.75	188	0	2
6	34	4.5	0.5	1.75	5.25	3	1	3.25	2.75	0	3.25	1.75	240	0	2
6.25	49	1.5	0.5	1.75	5.75	5.75	0	3.25	2.75	0	3.25	1.75	100	27	2
6	62.5	12.75	0.75	2	4	2.25	5	3.25	2.75	0	2.75	1.75	112	0	2
6	31.42	15.5	0.5	1.75	4	3	0.5	3.25	2.75	0	2.75	1.75	120	0	2
6	0	5	0.75	2	5.25	3	8.5	3.25	2.75	0	2.75	1.75	0	0	2
6	52.33	1.375	0.75	2	4	2.25	9.46	3.25	2.75	0	3.25	1.75	200	100	2
6	28.75	1.5	0.75	2	4	3	1.5	3.25	2.75	0	3.25	1.75	0	225	2
6.25	28.58	3.54	0.5	1.75	4.25	3.75	0.5	3.25	2.75	0	3.25	1.75	171	0	2
6	23	0.625	0.75	2	5.25	3	0.125	3.25	2.75	0	2.75	1.75	180	1	2
6	0	0.5	0.5	1.75	4	3.75	0.835	3.25	2.75	0	3.25	3.5	320	0	2
6.25	22.5	11	0.75	2	1	3	3	3.25	2.75	0	3.25	1.75	268	0	2
6.25	28.5	1	0.5	1.75	1	3	1	3.25	3.25	2	3.25	1.75	167	500	2
6	37.5	1.75	0.75	2	4	3.75	0.25	3.25	2.75	0	3.25	1.75	164	400	2
6	35.25	16.5	0.75	2	4	3	4	3.25	2.75	0	2.75	1.75	80	0	2
6	18.67	5	0.5	1.75	1	3	0.375	3.25	3.25	2	2.75	1.75	0	38	2
6	25	12	0.5	1.75	2.5	3	2.25	3.25	3.25	2	3.25	1.75	120	5	2
6	27.83	4	0.75	2	4.25	2.25	5.75	3.25	3.25	2	3.25	1.75	75	0	2
6	54.83	15.5	0.5	1.75	5	6.5	0	3.25	3.25	20	2.75	1.75	152	130	2
6	28.75	1.165	0.5	1.75	2.5	3	0.5	3.25	2.75	0	2.75	3.5	280	0	2
6.25	25	11	0.75	2	5.25	3	4.5	3.25	2.75	0	2.75	1.75	120	0	2
6	40.92	2.25	0.75	2	4.75	2.25	10	3.25	2.75	0	3.25	1.75	176	0	2
6.25	19.75	0.75	0.5	1.75	4	3	0.795	3.25	3.25	5	3.25	1.75	140	5	2
6	29.17	3.5	0.5	1.75	1.25	3	3.5	3.25	3.25	3	3.25	1.75	329	0	2
6.25	24.5	1.04	0.75	2	2.752	2.752	0.5	3.25	3.25	3	2.75	1.75	180	147	2
6	24.58	12.5	0.5	1.75	1.25	3	0.875	3.25	2.75	0	3.25	1.75	260	0	2
6.25	33.75	0.75	0.5	1.75	2.5	3.75	1	3.25	3.25	3	3.25	1.75	212	0	2
6	20.67	1.25	0.75	2	4	2.25	1.375	3.25	3.25	3	3.25	1.75	140	210	2
6.25	25.42	1.125	0.5	1.75	1	3	1.29	3.25	3.25	2	2.75	1.75	200	0	2
6	37.75	7	0.5	1.75	1	2.25	11.5	3.25	3.25	7	3.25	1.75	300	5	2
6	52.5	6.5	0.5	1.75	2.5	3	6.29	3.25	3.25	15	2.75	1.75	0	11202	1
6	57.83	7.04	0.5	1.75	1.5	3	14	3.25	3.25	6	3.25	1.75	360	1332	1
6.25	20.75	10.335	0.5	1.75	44	2.25	0.335	3.25	3.25	1	3.25	1.75	80	50	1
6	39.92	6.21	0.5	1.75	1	3	0.04	3.25	3.25	1	2.75	1.75	200	300	1
6	25.67	12.5	0.5	1.75	44	3	1.21	3.25	3.25	67	3.25	1.75	140	258	1
6.25	24.75	12.5	0.5	1.75	5.25	3	1.5	3.25	3.25	12	3.25	1.75	120	567	1
6.25	44.17	6.665	0.5	1.75	1	3	7.375	3.25	3.25	3	3.25	1.75	0	0	1
6.25	23.5	9	0.5	1.75	1	3	8.5	3.25	3.25	5	3.25	1.75	120	0	1
6	34.92	5	0.5	1.75	4.75	2.25	7.5	3.25	3.25	6	3.25	1.75	0	1000	1
6	47.67	2.5	0.5	1.75	1.5	3.75	2.5	3.25	3.25	12	3.25	1.75	410	2510	1
6	22.75	11	0.5	1.75	1	3	2.5	3.25	3.25	7	3.25	1.75	100	809	1
6	34.42	4.25	0.5	1.75	4.25	3.75	3.25	3.25	3.25	2	2.75	1.75	274	610	1
6.25	28.42	3.5	0.5	1.75	1.25	3	0.835	3.25	2.75	0	2.75	3.5	280	0	1
6	67.75	5.5	0.5	1.75	5	6.5	13	3.25	3.25	1	3.25	1.75	0	0	1
6	20.42	1.835	0.5	1.75	4	3	2.25	3.25	3.25	1	2.75	1.75	100	150	1
6.25	47.42	8	0.5	1.75	5	3.75	6.5	3.25	3.25	6	2.75	1.75	375	51100	1
6	36.25	5	0.5	1.75	4	3.75	2.5	3.25	3.25	6	2.75	1.75	0	367	1
6	32.67	5.5	0.5	1.75	1	2.25	5.5	3.25	3.25	12	3.25	1.75	408	1000	1
6	48.58	6.5	0.5	1.75	1	2.25	6	3.25	2.75	0	3.25	1.75	350	0	1
6	39.92	0.54	0.75	2	5.25	3	0.5	3.25	3.25	3	2.75	1.75	200	1000	1
6	33.58	2.75	0.5	1.75	1.5	3	4.25	3.25	3.25	6	2.75	1.75	204	0	1
6.25	18.83	9.5	0.5	1.75	1.25	3	1.625	3.25	3.25	6	3.25	1.75	40	600	1
6.25	26.92	13.5	0.5	1.75	1	2.25	5	3.25	3.25	2	2.75	1.75	0	5000	1
6.25	31.25	3.75	0.5	1.75	44	2.25	0.625	3.25	3.25	9	3.25	1.75	181	0	1
6.25	56.5	16	0.5	1.75	5.75	2.752	0	3.25	3.25	15	2.75	1.75	0	247	1
6	43	0.29	0.75	2	44	2.25	1.75	3.25	3.25	8	2.75	1.75	100	375	1
6	22.33	11	0.5	1.75	1.25	3	2	3.25	3.25	1	2.75	1.75	80	278	1
6	27.25	1.665	0.5	1.75	44	2.25	5.085	3.25	3.25	9	2.75	1.75	399	827	1
6	32.83	2.5	0.5	1.75	44	2.25	2.75	3.25	3.25	6	2.75	1.75	160	2072	1
6	23.25	1.5	0.5	1.75	1	3	2.375	3.25	3.25	3	3.25	1.75	0	582	1
6.25	40.33	7.54	0.75	2	1	2.25	8	3.25	3.25	14	2.75	1.75	0	2300	1
6.25	30.5	6.5	0.5	1.75	4	3.75	4	3.25	3.25	7	3.25	1.75	0	3065	1
6.25	52.83	15	0.5	1.75	4	3	5.5	3.25	3.25	14	2.75	1.75	0	2200	1
6.25	46.67	0.46	0.5	1.75	44	2.25	0.415	3.25	3.25	11	3.25	1.75	440	6	1
6.25	58.33	10	0.5	1.75	1	3	4	3.25	3.25	14	2.75	1.75	0	1602	1
6	37.33	6.5	0.5	1.75	1.5	2.25	4.25	3.25	3.25	12	3.25	1.75	93	0	1
6	23.08	2.5	0.5	1.75	4	3	1.085	3.25	3.25	11	3.25	1.75	60	2184	1
6	32.75	1.5	0.5	1.75	44	2.25	5.5	3.25	3.25	3	3.25	1.75	0	0	1
6.25	21.67	11.5	0.75	2	5.75	5.75	0	3.25	3.25	11	3.25	1.75	0	0	1
6.25	28.5	3.04	0.75	2	4.75	2.25	2.54	3.25	3.25	1	2.75	1.75	70	0	1
6.25	68.67	15	0.5	1.75	5	6.5	0	3.25	3.25	14	2.75	1.75	0	3376	1
6	28	2	0.5	1.75	2.5	2.25	4.165	3.25	3.25	2	3.25	1.75	181	0	1
6	34.08	0.08	0.75	2	1.5	3.75	0.04	3.25	3.25	1	3.25	1.75	280	2000	1
6	27.67	2	0.5	1.75	4.75	2.25	1	3.25	3.25	4	2.75	1.75	140	7544	1
6	44	2	0.5	1.75	1.5	3	1.75	3.25	3.25	2	3.25	1.75	0	15	1
6	25.08	1.71	0.5	1.75	4.75	3	1.665	3.25	3.25	1	3.25	1.75	395	20	1
6	32	1.75	0.75	2	5	2.25	0.04	3.25	2.75	0	3.25	1.75	393	0	1
6.25	60.58	16.5	0.5	1.75	1	3	11	3.25	2.75	0	3.25	1.75	21	10561	1
6.25	40.83	10	0.5	1.75	1	2.25	1.75	3.25	2.75	0	2.75	1.75	29	837	1
6	19.33	9.5	0.5	1.75	1	3	1	3.25	2.75	0	3.25	1.75	60	400	1
6.25	32.33	0.54	0.5	1.75	44	3	0.04	3.25	2.75	0	2.75	1.75	440	11177	1
6	36.67	3.25	0.5	1.75	1	2.25	9	3.25	2.75	0	3.25	1.75	102	639	1
6	37.5	1.125	0.75	2	4.5	3	1.5	2.75	2.75	0	3.25	1.75	431	0	1
6.25	25.08	2.54	0.75	2	5.25	3	0.25	3.25	2.75	0	3.25	1.75	370	0	1
6	41.33	0	0.5	1.75	4	3.75	15	3.25	2.75	0	2.75	1.75	0	0	1
6	56	12.5	0.5	1.75	2.5	2.25	8	3.25	2.75	0	3.25	1.75	24	2028	1
6.25	49.83	13.585	0.5	1.75	2.5	2.25	8.5	3.25	2.75	0	3.25	1.75	0	0	1
6	22.67	10.5	0.5	1.75	1	2.25	1.335	3.25	2.75	0	2.75	1.75	100	0	1
6	27	1.5	0.75	2	1.25	3	0.375	3.25	2.75	0	3.25	1.75	260	1065	1
6	25	12.5	0.5	1.75	5.25	3	3	3.25	2.75	0	3.25	3.5	20	0	1
6.25	26.08	8.665	0.5	1.75	5.25	3	1.415	3.25	2.75	0	2.75	1.75	160	150	1
6.25	18.42	9.25	0.5	1.75	1	3	1.21	3.25	3.25	4	2.75	1.75	60	540	1
6	20.17	8.17	0.5	1.75	5.25	3	1.96	3.25	3.25	14	2.75	1.75	60	158	1
6	47.67	0.29	0.5	1.75	4	3.75	15	3.25	3.25	20	2.75	1.75	0	15000	1
6.25	21.25	2.335	0.5	1.75	4.25	3.75	0.5	3.25	3.25	4	2.75	3.5	80	0	1
6.25	20.67	3	0.5	1.75	1	3	0.165	3.25	3.25	3	2.75	1.75	100	6	1
6.25	57.08	19.5	0.5	1.75	4	3	5.5	3.25	3.25	7	2.75	1.75	0	3000	1
6.25	22.42	5.665	0.5	1.75	1	3	2.585	3.25	3.25	7	2.75	1.75	129	3257	1
6	48.75	8.5	0.5	1.75	4	2.25	12.5	3.25	3.25	9	2.75	1.75	181	1655	1
6	40	6.5	0.5	1.75	5.25	3.75	3.5	3.25	3.25	1	2.75	1.75	0	500	1
6	40.58	5	0.5	1.75	4	3	5	3.25	3.25	7	2.75	1.75	0	3065	1
6.25	28.67	1.04	0.5	1.75	4	3	2.5	3.25	3.25	5	3.25	1.75	300	1430	1
6.25	33.08	4.625	0.5	1.75	1	2.25	1.625	3.25	3.25	2	2.75	1.75	0	0	1
6	21.33	10.5	0.5	1.75	4	3	3	3.25	2.75	0	3.25	1.75	0	0	1
6	42	0.205	0.5	1.75	4.25	2.25	5.125	3.25	2.75	0	2.75	1.75	400	0	1
6	41.75	0.96	0.5	1.75	4.75	3	2.5	3.25	2.75	0	2.75	1.75	510	600	1
6	22.67	1.585	0.75	2	1.25	3	3.085	3.25	3.25	6	2.75	1.75	80	0	1
6	34.5	4.04	0.75	2	4.25	3.75	8.5	3.25	3.25	7	3.25	1.75	195	0	1
6	28.25	5.04	0.75	2	4	3.75	1.5	3.25	3.25	8	3.25	1.75	144	7	1
6	33.17	3.165	0.75	2	4.75	3	3.165	3.25	3.25	3	3.25	1.75	380	0	1
6	48.17	7.625	0.5	1.75	1.25	2.25	15.5	3.25	3.25	12	2.75	1.75	0	790	1
6	27.58	2.04	0.75	2	5.25	3	2	3.25	3.25	3	3.25	1.75	370	560	1
6	22.58	10.04	0.5	1.75	4.75	3	0.04	3.25	3.25	9	2.75	1.75	60	396	1
6.25	24.08	0.5	0.5	1.75	1	2.25	1.25	3.25	3.25	1	2.75	1.75	0	678	1
6.25	41.33	1	0.5	1.75	4.25	3.75	2.25	3.25	2.75	0	3.25	1.75	0	300	1
6	24.83	2.75	0.5	1.75	4	3	2.25	3.25	3.25	6	2.75	1.75	0	600	1
6.25	20.75	10.25	0.5	1.75	1	3	0.71	3.25	3.25	2	3.25	1.75	49	0	1
6	36.33	2.125	0.75	2	1.25	3	0.085	3.25	3.25	1	2.75	1.75	50	1187	1
6.25	35.42	12	0.5	1.75	1	2.25	14	3.25	3.25	8	2.75	1.75	0	6590	1
6.25	71.58	0	0	0	0	0	0	2.75	2.75	0	2.75	2	0	0	1
6	28.67	9.335	0.5	1.75	1	2.25	5.665	3.25	3.25	6	2.75	1.75	381	168	1
6	35.17	2.5	0.5	1.75	2.5	3	4.5	3.25	3.25	7	2.75	1.75	150	1270	1
6	39.5	4.25	0.5	1.75	4	3.75	6.5	3.25	3.25	16	2.75	1.75	117	1210	1
6	39.33	5.875	0.5	1.75	44	2.25	10	3.25	3.25	14	3.25	1.75	399	0	1
6	24.33	6.625	0.75	2	4.5	3	5.5	3.25	2.75	0	3.25	3.5	100	0	1
6	60.08	14.5	0.5	1.75	2.752	2.752	18	3.25	3.25	15	3.25	1.75	0	1000	1
6	23.08	11.5	0.5	1.75	4.25	3	3.5	3.25	3.25	9	2.75	1.75	56	742	1
6	26.67	2.71	0.75	2	44	3	5.25	3.25	3.25	1	2.75	1.75	211	0	1
6	48.17	3.5	0.5	1.75	5.25	3	3.5	3.25	2.75	0	2.75	3.5	230	0	1
6	41.17	4.04	0.5	1.75	44	2.25	7	3.25	3.25	8	2.75	1.75	320	0	1
6	55.92	11.5	0.5	1.75	2.752	2.752	5	3.25	3.25	5	2.75	1.75	0	8851	1
6	53.92	9.625	0.5	1.75	5	3	8.665	3.25	3.25	5	2.75	1.75	0	0	1
6.25	18.92	9.25	0.75	2	4	3	1	3.25	3.25	4	3.25	1.75	80	500	1
6.25	50.08	12.54	0.5	1.75	5.25	3	2.29	3.25	3.25	3	3.25	1.75	156	0	1
6	65.42	11	0.5	1.75	5	6.5	20	3.25	3.25	7	3.25	1.75	22	0	1
6.25	17.58	9	0.5	1.75	5.25	3	1.375	3.25	2.75	0	3.25	1.75	0	0	1
6.25	18.83	9.54	0.5	1.75	5.25	3	0.085	3.25	2.75	0	2.75	1.75	100	0	1
6.25	37.75	5.5	0.5	1.75	1	3	0.125	3.25	2.75	0	3.25	1.75	228	0	1
6	23.25	4	0.5	1.75	4	3.75	0.25	3.25	2.75	0	3.25	1.75	160	0	1
6	18.08	5.5	0.5	1.75	2.5	3	0.5	3.25	2.75	0	2.75	1.75	80	0	1
6.25	22.5	8.46	0.75	2	4.75	3	2.46	2.75	2.75	0	2.75	1.75	164	0	1
6	19.67	0.375	0.5	1.75	1	3	2	3.25	3.25	2	3.25	1.75	80	0	1
6	22.08	11	0.5	1.75	44	3	0.665	3.25	2.75	0	2.75	1.75	100	0	1
6	25.17	3.5	0.5	1.75	44	3	0.625	3.25	3.25	7	2.75	1.75	0	7059	1
6.25	47.42	3	0.5	1.75	4.75	3	13.875	3.25	3.25	2	3.25	1.75	519	1704	1
6	33.5	1.75	0.5	1.75	4.75	2.25	4.5	3.25	3.25	4	3.25	1.75	253	857	1
6	27.67	13.75	0.5	1.75	1.25	3	5.75	3.25	2.75	0	3.25	1.75	487	500	1
6.25	58.42	21	0.5	1.75	4.25	3.75	10	3.25	3.25	13	2.75	1.75	0	6700	1
6.25	20.67	1.835	0.5	1.75	1	3	2.085	3.25	3.25	5	2.75	1.75	220	2503	1
6	26.17	0.25	0.5	1.75	4.25	3.75	0	3.25	2.75	0	3.25	1.75	0	0	1
6	21.33	7.5	0.5	1.75	5.25	3	1.415	3.25	3.25	1	2.75	1.75	80	9800	1
6	42.83	4.625	0.5	1.75	1	3	4.58	3.25	2.75	0	2.75	3.5	0	0	1
6	38.17	10.125	0.5	1.75	4.75	3	2.5	3.25	3.25	6	2.75	1.75	520	196	1
6	20.5	10	0.75	2	4	3	2.5	3.25	2.75	0	2.75	3.5	40	0	1
6	48.25	25.085	0.5	1.75	1.25	3	1.75	3.25	3.25	3	2.75	1.75	120	14	1
6	28.33	5	0.5	1.75	1.25	3	11	3.25	2.75	0	3.25	1.75	70	0	1
6.25	18.75	7.5	0.5	1.75	1	3	2.71	3.25	3.25	5	2.75	1.75	0	26726	1
6	18.5	2	0.5	1.75	4.25	3	1.5	3.25	3.25	2	2.75	1.75	120	300	1
6	33.17	3.04	0.75	2	4	2.25	2.04	3.25	3.25	1	3.25	1.75	180	18027	1
6	45	8.5	0.5	1.75	44	2.25	14	3.25	3.25	1	3.25	1.75	88	2000	1
6.25	19.67	0.21	0.5	1.75	1	2.25	0.29	3.25	3.25	11	2.75	1.75	80	99	1
0	24.5	12.75	0.5	1.75	4	3.75	4.75	3.25	3.25	2	2.75	1.75	73	444	1
6	21.83	11	0.5	1.75	4.75	3	0.29	3.25	3.25	6	2.75	1.75	121	0	1
6	40.25	21.5	0.5	1.75	5	6.5	20	3.25	3.25	11	2.75	1.75	0	1200	1
6	41.42	5	0.5	1.75	1	2.25	5	3.25	3.25	6	3.25	1.75	470	0	1
6.25	17.83	11	0.5	1.75	4.75	2.25	1	3.25	3.25	11	2.75	1.75	0	3000	1
6	23.17	11.125	0.5	1.75	4.75	2.25	0.46	3.25	3.25	1	2.75	1.75	100	0	1
6	0	0.625	0.5	1.75	2.5	3	0.25	2.75	2.75	0	2.75	1.75	380	2010	2
6	18.17	10.25	0.5	1.75	4	2.25	1.085	2.75	2.75	0	2.75	1.75	320	13	2
6	20	11.045	0.5	1.75	4	3	2	2.75	2.75	0	3.25	1.75	136	0	2
6	20	0	0.5	1.75	4.5	3	0.5	2.75	2.75	0	2.75	1.75	144	0	2
6.25	20.75	9.54	0.5	1.75	4.25	3	0.04	2.75	2.75	0	2.75	1.75	200	1000	2
6.25	24.5	1.75	0.75	2	4	3	0.165	2.75	2.75	0	2.75	1.75	132	0	2
6	32.75	2.335	0.5	1.75	4.5	2.25	5.75	2.75	2.75	0	3.25	1.75	292	0	2
6.25	52.17	0	0.75	2	2.752	2.752	0	2.75	2.75	0	2.75	1.75	0	0	2
6.25	48.17	1.335	0.5	1.75	4.25	7	0.335	2.75	2.75	0	2.75	1.75	0	120	2
6.25	20.42	10.5	0.75	2	4.75	2.25	0	2.75	2.75	0	3.25	1.75	154	32	2
6	50.75	0.585	0.5	1.75	2.752	2.752	0	2.75	2.75	0	2.75	1.75	145	0	2
6	17.08	0.085	0.75	2	4	3	0.04	2.75	2.75	0	2.75	1.75	140	722	2
6	18.33	1.21	0.75	2	5	4.54.5	0	2.75	2.75	0	2.75	1.75	100	0	2
6.25	32	6	0.5	1.75	4.5	3	1.25	2.75	2.75	0	2.75	1.75	272	0	2
6	59.67	1.54	0.5	1.75	1	3	0.125	3.25	2.75	0	3.25	1.75	260	0	1
6	18	0.165	0.5	1.75	1	7.25	0.21	2.75	2.75	0	2.75	1.75	200	40	1
6	37.58	0	0	0	0	0	0	2.75	2.75	0	2.75	2	0	0	1
6	32.33	2.5	0.5	1.75	4	3	1.25	2.75	2.75	0	3.25	1.75	280	0	2
6	18.08	6.75	0.75	2	1.5	3	0.04	2.75	2.75	0	2.75	1.75	140	0	2
6	38.25	10.125	0.75	2	2.5	3	0.125	2.75	2.75	0	2.75	1.75	160	0	2
6	30.67	2.5	0.5	1.75	44	2.25	2.25	2.75	2.75	0	3.25	3.5	340	0	2
6	18.58	5.71	0.5	1.75	4.5	3	0.54	2.75	2.75	0	2.75	1.75	120	0	2
